0.721	2.0449879090160400E-06
1.084	2.2086975608316900E-06
1.52	2.2669474304133300E-06
1.882	2.3062573406709900E-06
2.245	2.3132573244157500E-06
2.68	2.3122173267349500E-06
3.043	2.3032173476478900E-06
3.406	2.2921773729891700E-06
3.841	2.2802774000988100E-06
4.204	2.2685174269828900E-06
4.567	2.2578574511146100E-06
5.728	2.2349375024819300E-06
6.889	2.2152875463558500E-06
8.05	2.2015775766092800E-06
9.211	2.1910575997322600E-06
10.444	2.1819776195006700E-06
11.533	2.1745876356528500E-06
12.694	2.1671276516742700E-06
13.927	2.1600776670104700E-06
15.016	2.1546076788026200E-06
16.249	2.1487676913293500E-06
17.41	2.1437777020704500E-06
18.571	2.1396977109152400E-06
19.732	2.1363677179814000E-06
20.82	2.1326477258360100E-06
22.054	2.1288877339806800E-06
23.142	2.1254977411334100E-06
24.303	2.1216677491718700E-06
25.537	2.1180077570717300E-06
26.77	2.1147877638421400E-06
27.859	2.1124977687149500E-06
29.02	2.1101677736636100E-06
