0.189	23.4958
0.353	37.7279
0.516	47.7524
0.68	50.6953
0.825	55.4595
1.007	56.8048
1.17	59.0227
1.316	60.121
1.479	64.8091
1.661	66.6909
1.806	68.0732
1.988	72.2425
2.134	73.5824
2.297	76.9597
2.461	77.7273
2.624	77.1759
2.788	72.6983
2.951	74.9468
3.133	75.3273
3.297	77.376
3.442	85.442
3.606	81.461
3.769	81.843
3.933	83.896
4.096	81.209
4.26	72.4656
4.423	68.6649
4.587	67.951
4.751	70.0421
4.914	67.7382
5.078	57.3474
5.241	57.0502
5.405	50.0486
5.568	39.7649
5.732	39.496
5.896	46.234
6.059	56.9547
6.223	58.9646
6.386	54.6697
6.532	47.0669
6.732	43.4938
6.877	35.0389

