0.189	24.3570807315
0.353	38.5278245511
0.516	48.7011181885
0.68	55.8229381356
0.825	59.9048844126
1.007	65.8955470289
1.17	68.7365862641
1.316	73.7844861743
1.479	73.2080990328
1.661	76.5218557862
1.806	77.8365207981
1.988	80.905716514
2.134	84.6764898668
2.297	87.284243325
2.461	91.575665141
2.624	93.1415108386
2.788	94.1310447791
2.951	95.083532875
3.133	95.5508534593
3.297	95.9738850555
3.442	95.9738850555
3.606	96.0380121262
3.769	95.7967837876
3.933	94.1088001668
4.096	92.8630339716
4.26	92.2931695639
4.423	90.9530649388
4.587	90.9076003336
4.751	89.219182086
4.914	88.2951540242
5.078	86.8349511085
5.241	86.9351439408
5.405	84.5016138535
5.568	83.2865640906
5.732	81.9715461028
5.896	81.3651221594
6.059	79.7495045412
6.223	78.8417333778
6.386	77.3304991775
6.532	77.2298628848
6.732	74.4481277031
6.877	74.0263798959

