0.189	23.2434
0.353	37.3282
0.516	47.2471
0.68	50.1493
0.825	54.8605
1.007	56.1875
1.17	58.3673
1.316	59.4471
1.479	64.0778
1.661	65.9283
1.806	67.2885
1.988	71.3987
2.134	72.7219
2.297	76.0541
2.461	76.8036
2.624	76.2512
2.788	71.814
2.951	74.0279
3.133	74.3984
3.297	76.417
3.442	84.393
3.606	80.452
3.769	80.827
3.933	82.855
4.096	80.196
4.26	71.5518
4.423	67.7932
4.587	67.0884
4.751	69.1545
4.914	66.8758
5.078	56.6073
5.241	56.3128
5.405	49.3971
5.568	39.2447
5.732	38.9793
5.896	45.6305
6.059	56.2184
6.223	58.204
6.386	53.9612
6.532	46.4528
6.732	42.9258
6.877	34.5809

