0.353	34.2312799441
0.516	49.4230064291
0.68	53.9231125841
0.825	58.6920020091
1.007	61.7442888634
1.17	62.7016849754
1.316	66.6848158792
1.479	72.6998572283
1.661	77.9692096318
1.806	79.7581555827
1.988	81.6602048697
2.134	83.7027012587
2.297	88.3911592412
2.461	91.2856325631
2.624	92.5381045521
2.788	92.852453002
2.951	93.5808828221
3.133	95.4182787997
3.297	102.5444112459
3.442	106.5204037356
3.606	105.2102216897
3.769	104.1108000161
3.933	107.5000776511
4.096	103.4019055579
4.26	101.8129166855
4.423	94.3515865158
4.587	94.1804626948
4.751	91.4376548256
4.914	90.6786494214
5.078	89.2769002903
5.241	87.0030860122
5.405	83.9117042036
5.568	81.5751959912
5.732	79.1343764422
5.896	77.4410774398
6.059	75.7283975478
6.223	74.7616524633
6.386	73.1635312358
6.532	70.9581851744
6.732	68.4179996679
6.877	67.9147076486

