0.362	5.8675582786822400E-07
0.774	7.1791574227993200E-07
1.152	8.0853467319881300E-07
1.599	8.9280160156008200E-07
2.017	9.5621854280412100E-07
2.368	1.0022794978241200E-06
2.837	1.0531494455344600E-06
3.206	1.0895694064203600E-06
3.584	1.1183093746286200E-06
3.992	1.1478393411697900E-06
4.368	1.1717993133645900E-06
4.774	1.1933492878868300E-06
5.147	1.2087292695771800E-06
5.584	1.2260392483821900E-06
5.9505	1.2399692312488100E-06
6.468	1.2563792107917800E-06
6.801	1.2656391989928400E-06
7.179	1.2759491860778800E-06
7.54	1.2844591749992900E-06
8.0035	1.2947891618660600E-06
8.422	1.3027591515081400E-06
8.778	1.3091391430379400E-06
9.2195	1.3160091341449000E-06
9.611	1.3212791271876000E-06
9.99	1.3262491205756300E-06
10.428	1.3311291140513100E-06
10.8135	1.3348791091407800E-06
11.233	1.3390491034665900E-06
11.611	1.3413891003020400E-06
12.078	1.3445290961229100E-06
12.395	1.3466690931983500E-06
12.8	1.3488190902565500E-06
13.151	1.3503890882675800E-06
13.5975	1.3517990862571600E-06
13.99	1.3528490849240900E-06
14.471	1.3544990826050100E-06
14.8405	1.3554190814345700E-06
15.179	1.3567490795189800E-06
15.709	1.3583190775175500E-06
16.039	1.3594290758790000E-06
16.4085	1.3604490745762600E-06
16.8135	1.3617290729399800E-06
17.206	1.3627290714384400E-06
17.689	1.3640290697736100E-06
18.07	1.3648890684492900E-06
18.449	1.3656790674360800E-06
18.927	1.3663690665506200E-06
19.2465	1.3669190658444700E-06
19.6785	1.3675390648260500E-06
