0.713	132.6073469119
0.904	140.1059031412
1.159	151.4672447297
1.35	159.690295181
1.604	167.1806501961
1.795	174.2597404623
2.05	178.4857076379
2.304	183.8561837932
2.495	188.1219514225
2.686	193.7467550386
2.941	196.0824160041
3.132	191.7683907739
3.386	186.8222745981
3.641	184.9464224526
3.895	184.3324696791
4.532	182.6589296339
5.168	186.876572071
5.805	189.2953349452
6.505	190.1101149282
7.141	191.2396652999
7.841	190.0060064077
8.478	188.3595918264
9.178	187.4452337671
9.814	186.0165117053
10.514	186.5392780757
11.151	185.9895984188
11.851	185.0764560959
12.487	183.3903921856
13.187	182.0893072204
13.887	181.2282557881
14.523	180.7360018978
15.16	177.5421032319
15.86	174.7462827759
16.496	171.8801271468
17.196	169.7968092898
17.833	168.0683093447
18.533	167.1508252208
19.233	166.6410164155
19.869	164.1365511761
20.506	164.0487445365
21.206	163.1075063325
21.778	163.7895516875
22.542	162.7497427463
23.179	162.2825690701
23.815	162.5514123039
24.515	160.1437484918
25.151	157.6814178875
25.851	155.0124123546
26.552	151.5921934039
27.2513	148.8369005858
27.888	146.3306441488
28.524	145.9385006741
29.161	143.879248396
29.846	142.3700921612
30.07	139.3136658695
30.226	137.5727354493
30.744	136.6285015324
31.416	135.7847597045
31.66	134.0131263123
32.049	133.2321756934
32.532	131.9318646992
32.945	130.4950470439
33.2	129.6979015405
33.411	129.2150970437
33.676	127.5470096513
33.886	125.9030166398
34.097	125.3936628383
34.288	123.7666491386
34.532	122.220879276
34.731	121.7935162765
34.993	118.9402527322
35.213	118.282871837
35.402	117.796599501
35.633	117.0410918524
35.865	116.3380139335
36.1	115.3590160586
36.298	115.3300747724
36.56	114.3867737547
36.756	114.1371562945
36.931	113.6442839698
37.22	113.2251914858
37.44	112.7721329363
37.626	111.6460403507
37.886	111.4210851096
38.085	111.4146789027
38.318	110.349261887
38.548	109.1065469301
38.766	108.876998535
38.963	108.0039903846
39.187	107.2074473906
39.417	107.1880039697
39.672	106.6895041136
39.862	106.0410950953
40.094	105.7641178472
40.317	105.3344759943
40.506	104.7693948632
40.728	104.338693422
40.973	103.837255164
41.209	103.4627272548
41.411	103.3071378608
41.651	102.7742922184
41.866	102.3044310868
42.052	101.8783237396
42.272	101.5577799925
42.552	101.2239181024
42.763	101.056078214
42.95	100.6332162211
43.235	99.167287328
43.422	98.6779037272
43.621	98.3491097621
43.905	97.9348150762
44.062	97.8582098395
44.347	97.2218612453

