0.713	138.5519194201
0.904	145.6823231384
1.159	146.655137837
1.35	152.2067812747
1.604	159.5565221982
1.795	166.4793866369
2.05	170.6753267669
2.304	175.9352332621
2.495	180.1125844215
2.686	185.5773975677
2.941	187.9265533393
3.132	183.806413411
3.386	179.0818328893
3.641	172.7293602547
3.895	171.0264899657
4.532	170.6341556664
5.168	180.4205017951
5.805	181.6323715421
6.505	181.2651143022
7.141	180.0886495452
7.841	180.0168213001
8.478	178.4097314638
9.178	178.6901994375
9.814	178.4592532092
10.514	177.8344598215
11.151	176.1567983218
11.851	175.2026767946
12.487	174.6763668331
13.187	173.3773293686
13.887	173.6755983407
14.523	160.4738391857
15.16	153.8028837473
15.86	154.4771298801
16.496	155.2094792949
17.196	156.7210725493
17.833	146.9412014889
18.533	136.7475439889
19.233	138.6505135367
19.869	136.2956165363

