0.721	62.914088175
1.084	124.3718693757
1.52	143.6391551667
1.882	155.962300932
2.245	185.8445129026
2.68	188.6248378157
3.043	198.2423274884
3.406	205.6273543646
3.841	205.8891974534
4.204	206.7672966912
4.567	204.9153430176
5.728	200.4603252517
6.889	195.6647941762
8.05	186.9535600089
9.211	183.4547789429
10.444	180.553586187
11.533	176.6509092051
12.694	166.6572955769
13.927	162.0556733502
15.016	159.7494081116
16.249	155.1644101075
17.41	147.8520883349
18.571	143.9919700296
19.732	144.6025189822

